#1																		
# Stochastic profile for distance of vehicle driven, created with the LoadProfileGenerator https://github.com/loadprofilegenerator/LoadProfileGenerator 																		
# profiles correspond to different family homes with varying commuting distances																		
# even columns correspond to distance data, odd colums to location																		
# numbers in location column indicate where the vehicle is plugged in for charging: 0: not plugged, 1: home, 2: work, 3: public, 4: fast, 5: superfast																		
# ID			IN03_37_20		IN03_110_30		IN05_220_25		IN05_110_10		IN20_110_15		IN20_220_25		IN21_110_5	IN31_330_30		
# km/year	17484.78		30608.076		17816.448		15731.82		14323.476		18961.848		10877.316		84.195			
																		
double	default(35040,17)																	
200700	0	1	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
201600	0	1	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
202500	0	1	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
203400	0	1	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
204300	8964	0	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
205200	11952	0	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
206100	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
207000	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
207900	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
208800	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
209700	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
210600	0	2	14940	0	0	2	0	3	0	3	0	2	0	2	0	5		
211500	0	2	14940	0	0	2	0	3	0	3	0	2	0	2	0	5		
212400	0	2	996	0	0	2	0	3	0	3	0	2	0	2	0	5		
213300	0	2	0	1	0	2	0	3	0	3	0	2	0	2	0	5		
214200	0	2	0	1	0	2	0	3	0	3	0	2	0	2	0	5		
215100	0	2	0	1	0	2	0	3	0	3	0	2	0	2	0	5		
216000	0	2	0	1	0	2	0	3	0	3	0	2	0	2	0	5		
216900	0	2	0	1	0	2	0	3	5976	0	0	2	0	2	0	5		
217800	0	2	0	1	0	2	0	3	0	1	4980	0	0	2	0	5		
218700	0	2	0	1	0	2	0	3	0	1	14940	0	0	2	0	5		
219600	0	2	0	1	0	2	5976	0	0	1	5976	0	0	2	0	5		
220500	0	2	0	1	0	2	0	1	0	1	0	1	0	2	0	5		
221400	0	2	0	1	0	2	0	1	0	1	0	1	0	2	0	5		
222300	0	2	0	1	0	2	0	1	0	1	0	1	0	2	0	5		
223200	0	2	0	1	0	2	0	1	0	1	0	1	0	2	0	5		
224100	0	2	0	1	0	2	5976	0	0	1	0	1	0	2	0	5		
225000	0	2	0	1	0	2	1992	0	0	1	0	1	0	2	10956	0		
225900	0	2	0	1	0	2	0	3	0	1	0	1	0	2	9960	0		
226800	0	2	0	1	0	2	0	3	0	1	0	1	0	2	0	1		
227700	0	2	0	1	10956	0	0	3	0	1	0	1	0	2	0	1		
228600	0	2	0	1	14940	0	0	3	0	1	2988	0	5976	0	0	1		
229500	0	2	0	1	0	1	0	3	0	1	14940	0	0	1	0	1		
230400	4980	0	0	1	0	1	0	3	0	1	14940	0	0	1	0	1		
231300	14940	0	0	1	0	1	1992	0	0	1	12948	0	0	1	0	1		
232200	996	0	0	1	3984	0	5976	0	0	1	0	3	0	1	0	1		
233100	0	1	0	1	6972	0	0	1	0	1	0	3	0	1	10956	0		
234000	1992	0	0	1	0	3	0	1	0	1	0	3	0	1	14940	0		
234900	8964	0	0	1	0	3	0	1	0	1	0	3	0	1	14940	0		
235800	0	3	0	1	0	3	0	1	0	1	0	3	0	1	4980	0		
236700	0	3	0	1	0	3	0	1	0	1	0	3	0	1	0	3		
237600	0	3	0	1	0	3	0	1	0	1	0	3	0	1	0	3		
238500	0	3	0	1	0	3	0	1	0	1	0	3	0	1	0	3		
239400	0	3	4980	0	0	3	0	1	0	1	0	3	0	1	0	3		
240300	0	3	5976	0	0	3	0	1	0	1	0	3	0	1	0	3		
241200	0	3	0	3	10956	0	0	1	0	1	0	3	0	1	0	3		
242100	0	3	0	3	0	1	0	1	0	1	0	3	0	1	0	3		
243000	5976	0	0	3	0	1	0	1	0	1	0	3	0	1	0	3		
243900	4980	0	0	3	0	1	0	1	0	1	0	3	0	1	0	3		
244800	0	1	0	3	0	1	0	1	0	1	0	3	0	1	0	3		
245700	0	1	0	3	0	1	0	1	0	1	0	3	0	1	0	3		
246600	0	1	0	3	0	1	0	1	0	1	0	3	0	1	0	3		
247500	0	1	0	3	0	1	0	1	0	1	14940	0	0	1	0	3		
248400	0	1	0	3	0	1	0	1	0	1	14940	0	0	1	0	3		
249300	0	1	0	3	0	1	0	1	0	1	14940	0	0	1	0	3		
250200	0	1	0	3	0	1	0	1	0	1	996	0	0	1	0	3		
251100	0	1	0	3	0	1	0	1	0	1	0	1	0	1	7968	0		
252000	0	1	0	3	0	1	0	1	0	1	0	1	0	1	14940	0		
252900	0	1	0	3	0	1	0	1	0	1	0	1	0	1	14940	0		
253800	0	1	0	3	0	1	0	1	0	1	0	1	0	1	7968	0		
254700	0	1	0	3	0	1	0	1	0	1	0	1	0	1	0	1		
255600	0	1	0	3	0	1	0	1	0	1	0	1	0	1	0	1		
256500	0	1	0	3	0	1	0	1	0	1	0	1	0	1	0	1		
257400	0	1	10956	0	0	1	0	1	0	1	0	1	0	1	0	1		
258300	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
259200	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
260100	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
261000	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
261900	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
262800	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
263700	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
264600	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
265500	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
266400	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
267300	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
268200	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
269100	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
270000	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
270900	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
271800	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
272700	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
273600	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1		
274500	0	1	0	1	0	1	0	1	0	1	0	1	1992	0	0	1		
275400	0	1	0	1	0	1	0	1	0	1	0	1	3984	0	0	1		
276300	0	1	8964	0	0	1	0	1	0	1	0	1	0	2	7968	0		
277200	0	1	14940	0	0	1	0	1	0	1	0	1	0	2	12948	0		
278100	0	1	6972	0	3984	0	0	1	0	1	0	1	0	2	0	5		
279000	0	1	0	2	14940	0	0	1	0	1	0	1	0	2	0	5		
279900	0	1	0	2	6972	0	0	1	0	1	5976	0	0	2	0	5		
280800	0	1	0	2	0	2	0	1	0	1	14940	0	0	2	0	5		
281700	0	1	0	2	0	2	0	1	0	1	4980	0	0	2	0	5		
282600	0	1	0	2	0	2	0	1	0	1	0	2	0	2	0	5		
283500	0	1	0	2	0	2	0	1	0	1	0	2	0	2	0	5		
284400	0	1	0	2	0	2	0	1	4980	0	0	2	0	2	0	5		
285300	0	1	0	2	0	2	0	1	996	0	0	2	0	2	0	5		
286200	0	1	0	2	0	2	5976	0	0	3	0	2	0	2	0	5		
287100	0	1	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
288000	0	1	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
288900	0	1	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
289800	0	1	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
290700	0	1	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
291600	9960	0	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
292500	10956	0	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
293400	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
294300	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
295200	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
296100	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
297000	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
297900	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
298800	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
299700	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
300600	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
301500	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
302400	0	2	0	2	0	2	0	3	0	3	0	2	0	2	0	5		
303300	0	2	9960	0	0	2	0	3	0	3	0	2	0	2	0	5		
304200	0	2	14940	0	0	2	0	3	0	3	0	2	0	2	0	5		
305100	0	2	5976	0	0	2	0	3	0	3	0	2	0	2	0	5		
306000	0	2	0	1	0	2	0	3	0	3	9960	0	0	2	0	5		
