#1	
double default(8759	2)
0	2356.37
3600	2419.56
7200	2446.65
10800	2636.24
14400	3241.13
18000	4604.39
21600	4496.06
25200	4225.21
28800	4333.55
32400	4288.41
36000	4180.07
39600	4071.73
43200	4053.67
46800	3963.39
50400	3954.36
54000	3999.5
57600	4162.01
61200	4288.41
64800	4342.58
68400	4306.46
72000	4171.04
75600	3818.94
79200	3439.75
82800	2518.87
86400	2437.16
90000	2502.52
93600	2530.54
97200	2726.63
100800	3352.26
104400	4762.26
108000	4650.21
111600	4370.08
115200	4482.13
118800	4435.44
122400	4323.39
126000	4211.34
129600	4192.66
133200	4099.28
136800	4089.94
140400	4136.63
144000	4304.71
147600	4435.44
151200	4491.47
154800	4454.12
158400	4314.05
162000	3949.88
165600	3557.69
169200	2605.24
172800	2483.19
176400	2549.79
180000	2578.33
183600	2778.13
187200	3415.57
190800	4852.21
194400	4738.04
198000	4452.61
201600	4566.78
205200	4519.21
208800	4405.04
212400	4290.87
216000	4271.84
219600	4176.7
223200	4167.19
226800	4214.76
230400	4386.01
234000	4519.21
237600	4576.3
241200	4538.24
244800	4395.53
248400	4024.48
252000	3624.88
255600	2654.44
259200	2548.47
262800	2616.82
266400	2646.11
270000	2851.16
273600	3505.37
277200	4979.77
280800	4862.6
284400	4569.67
288000	4686.84
291600	4638.02
295200	4520.85
298800	4403.68
302400	4384.15
306000	4286.51
309600	4276.74
313200	4325.56
316800	4501.32
320400	4638.02
324000	4696.6
327600	4657.55
331200	4511.08
334800	4130.28
338400	3720.18
342000	2724.23
345600	2483.28
349200	2549.89
352800	2578.43
356400	2778.23
360000	3415.7
363600	4852.39
367200	4738.22
370800	4452.79
374400	4566.96
378000	4519.39
381600	4405.21
385200	4291.04
388800	4272.01
392400	4176.86
396000	4167.35
399600	4214.92
403200	4386.18
406800	4519.39
410400	4576.47
414000	4538.42
417600	4395.7
421200	4024.63
424800	3625.02
428400	2654.55
432000	2586.55
435600	2655.92
439200	2685.65
442800	2893.77
446400	3557.75
450000	5054.18
453600	4935.26
457200	4637.95
460800	4756.88
464400	4707.32
468000	4588.4
471600	4469.48
475200	4449.66
478800	4350.56
482400	4340.65
486000	4390.2
489600	4568.58
493200	4707.32
496800	4766.79
500400	4727.15
504000	4578.49
507600	4192
511200	3775.77
514800	2764.93
518400	2900.01
522000	2889.91
525600	2869.7
529200	2980.85
532800	3627.54
536400	5648.46
540000	5224.06
543600	4607.69
547200	4668.31
550800	4577.37
554400	4344.97
558000	4486.43
561600	4395.49
565200	4334.86
568800	4284.34
572400	4365.18
576000	4435.91
579600	4678.42
583200	4638
586800	4728.94
590400	4648.1
594000	4385.38
597600	4193.4
601200	3112.21
604800	2582.77
608400	2652.04
612000	2681.73
615600	2889.53
619200	3552.54
622800	5046.79
626400	4928.04
630000	4631.17
633600	4749.92
637200	4700.44
640800	4581.69
644400	4462.95
648000	4443.15
