#1
# Source: DWD Weather data, ieet, TUHH (DWD COSMO-D2)
# Location: latitude 52.1, longitude 9.35
# Year: 2019
# Data type: Wind
Forecast at 6h for 9h to 9h of following day
float	default(8760, 2)
0	14.6240996057877
3600	17.273063029468748
7200	17.691104558506233
10800	17.98144260286143
14400	15.98344168194072
18000	15.74217684819987
21600	15.714599683733596
25200	20.50425817677879
28800	20.65685182015885
32400	19.725733610692405
36000	20.252245319963905
39600	17.051597185601118
43200	18.911995126902927
46800	17.861658714128428
50400	18.91864193064608
54000	19.657709938342258
57600	22.152665505080872
61200	21.7600798201661
64800	20.556725499942836
68400	19.921743610437314
72000	20.13387564479328
75600	20.202323581212138
79200	19.9993839350116
82800	19.478387658633352
86400	19.344037370207907
90000	18.834213380972404
93600	18.03716261721893
97200	15.694093587079186
100800	14.239574938178457
104400	14.002453750175361
108000	13.785909369504793
111600	13.456199619573129
115200	12.767831168088023
118800	16.47643652978398
122400	14.437423415554452
126000	12.539152835052294
129600	11.12157344440075
133200	10.660638818016489
136800	10.70961303368147
140400	9.645346617317596
144000	10.904152251321513
147600	9.81396330035934
151200	9.230020378319866
154800	9.947238786477381
158400	10.979713681959106
162000	11.057000453142797
165600	10.893121385535002
169200	10.641971198993163
172800	10.354574718847704
176400	7.993120912397109
180000	5.618316929917714
183600	4.890364640821786
187200	7.654034926546911
190800	5.915570478592915
194400	7.258026844811198
198000	10.131199686670874
201600	13.141678523301351
205200	8.981401634054675
208800	10.242682141792745
212400	11.945706397873673
216000	11.831749069017649
219600	10.399065877519961
223200	9.542278732891846
226800	9.258403644516694
230400	6.639647822527939
234000	5.035180109608792
237600	7.192011355719622
241200	9.331235642978909
244800	8.588745238461785
248400	8.183488200028153
252000	8.758860987879645
255600	8.561182216131135
259200	7.724024355748757
262800	5.92541340498703
266400	5.919996967043142
270000	6.707445220708106
273600	5.69195503011048
277200	4.826767456921869
280800	6.785764367792327
284400	5.870202507511985
288000	6.088854066390489
291600	5.281154274512343
295200	8.645907750652906
298800	12.10201942292277
302400	13.330193191165685
306000	11.785391148443058
309600	16.278163788339274
313200	14.557772989712404
316800	15.33219633646791
320400	16.748814061897036
324000	14.280445710131039
327600	15.701588918959763
331200	14.39188573884604
334800	17.607807379682455
338400	17.281406889486746
342000	16.70865039672564
345600	15.712478363390035
349200	16.36287518072542
352800	17.488589176374404
356400	17.03052540352176
360000	18.547693713235617
363600	18.689397912185402
367200	18.899408626197804
370800	18.813990127030472
374400	18.61317180117349
378000	15.193179143286635
381600	15.905377093297727
385200	15.225140369796268
388800	14.350449281468507
392400	14.070081442728041
396000	15.337994612073638
399600	15.926448875377083
403200	15.467677995743253
406800	14.115110002554001
410400	13.934387651418342
414000	12.69181718911047
417600	11.544253593922821
421200	10.960225819069604
424800	10.056458499899456
428400	9.738571575349232
432000	7.657711881809083
435600	7.951090485323381
439200	7.857186704781808
442800	5.500710930070767
446400	4.195236248508539
450000	2.310938098002627
453600	1.3017468146118123
457200	1.0701382310748457
460800	1.9767311489426171
464400	10.642833869266212
468000	10.516954720079383
471600	9.731542933944237
475200	8.97284564200232
478800	8.770683813261085
482400	9.79217026936317
486000	9.992550189015816
489600	9.959754576504382
493200	9.802946576708454
496800	11.013782086676674
500400	10.544249041833183
504000	9.732943005370986
507600	10.273243296875627
511200	9.993087590169518
514800	9.945159892540692
518400	9.044800828055862
522000	9.804657775118926
525600	9.41004976480996
529200	9.154543800496013
532800	9.230091088997984
536400	10.398585044908753
540000	10.075720088618976
543600	7.018133798225851
547200	9.286801052849146
550800	9.88279307444004
554400	8.14633680974461
558000	10.038922251726028
561600	12.435151569675376
565200	13.298981497844112
568800	13.862446607500424
572400	13.889712644982977
576000	14.589027109440849
579600	17.085396889741837
583200	16.350288680020302
586800	24.044883251536078
590400	23.755676578030773
594000	22.372292871317413
597600	22.012092676980988
601200	17.814989666570114
604800	18.160482039857865
608400	20.544563263306426
612000	20.476115326887566
615600	21.962736623654166
619200	22.756110432145473
622800	24.189274456254363
626400	25.892411849420288
630000	25.89835154638225
633600	26.73415176174475
637200	25.86200625782926
640800	25.209346698794082
644400	24.26917752252845
648000	22.783263332543036
651600	26.61224655266819
655200	26.15658694287158
658800	26.167759230014326
662400	22.943493729159908
666000	16.110862323910535
669600	18.431162515696073
673200	18.471326180867468
676800	13.352056932839975
680400	22.420234711081864
684000	19.563806157800684
687600	18.906762536722145
691200	18.459871051012247
694800	18.399484131898916
698400	17.323691875001703
702000	17.794907833984418
705600	18.145491376096707
709200	17.61827256004402
712800	17.7611081298437
716400	17.677103844238736
720000	17.32850020111377
723600	16.815282099328574
727200	16.820231846796883
730800	14.764389591175112
734400	14.441100370816622
738000	14.226422752048386
741600	15.294436834352549
745200	15.952611826280988
748800	15.074243782691058
752400	13.721675789501807
756000	12.62525015672957
759600	12.572316143089942
763200	13.15767327869179
766800	13.536611802729663
770400	12.217461676019287
774000	11.442656491601939
