#1
# Source: DWD Weather data, ieet, TUHH (DWD COSMO-D2)
# Location: latitude 52.1, longitude 9.35
# Year: 2019
# Data type: Temp
Forecast at 6h for 9h to 9h of following day
float	default(8760, 2)
5623200	282.623
5626800	282.482
5630400	282.426
5634000	282.368
5637600	282.323
5641200	282.316
5644800	282.982
5648400	283.031
5652000	283.492
5655600	282.702
5659200	282.982
5662800	283.265
5666400	282.675
5670000	282.177
5673600	281.878
5677200	280.899
5680800	280.354
5684400	280.335
5688000	279.882
5691600	279.53
5695200	279.421
5698800	279.407
5702400	279.727
5706000	279.756
5709600	279.644
5713200	279.563
5716800	279.561
5720400	279.32
5724000	279.009
5727600	278.964
5731200	279.118
5734800	278.96
5738400	279.765
5742000	280.152
5745600	280.915
5749200	281.117
5752800	281.302
5756400	280.939
5760000	280.177
5763600	279.313
5767200	278.763
5770800	278.298
5774400	278.047
5778000	278.104
5781600	278.138
5785200	278.739
5788800	279.054
5792400	279.388
5796000	279.36
5799600	279.233
5803200	279.58
5806800	279.578
5810400	279.869
5814000	280.105
5817600	280.41
5821200	281.781
5824800	282.38
5828400	282.993
5832000	283.028
5835600	283.315
5839200	283.194
5842800	282.94
5846400	282.255
5850000	281.066
5853600	280.341
5857200	277.876
5860800	276.721
5864400	276.568
5868000	276.593
5871600	276.889
5875200	277.681
5878800	278.029
5882400	278.295
5886000	278.138
5889600	278.243
5893200	278.217
5896800	278.422
5900400	278.231
5904000	278.257
5907600	277.635
5911200	277.391
5914800	277.434
5918400	277.709
5922000	277.91
5925600	277.837
5929200	277.437
5932800	277.387
5936400	275.641
5940000	273.631
5943600	273.762
5947200	274.048
5950800	274.104
5954400	274.387
5958000	273.628
5961600	274.837
5965200	275.421
5968800	275.427
5972400	275.201
5976000	275.111
5979600	275.153
5983200	275.086
5986800	275.175
5990400	275.361
5994000	275.748
5997600	276.855
6001200	277.832
6004800	278.915
6008400	278.616
6012000	278.364
6015600	278.096
6019200	277.555
6022800	277.361
6026400	277.497
6030000	277.242
6033600	275.972
6037200	275.516
6040800	274.768
6044400	274.515
6048000	274.814
6051600	275.764
6055200	275.289
6058800	274.62
6062400	274.673
6066000	274.828
6069600	274.849
6073200	275.518
6076800	276.714
6080400	277.908
6084000	278.766
6087600	278.366
6091200	279.075
6094800	279.389
6098400	278.927
6102000	279.169
6105600	278.601
6109200	278.102
6112800	277.923
6116400	277.684
6120000	277.753
6123600	277.718
6127200	277.614
6130800	278.264
6134400	277.463
6138000	276.948
6141600	277.093
6145200	276.911
6148800	276.927
6152400	277.193
6156000	277.467
6159600	277.632
6163200	277.786
6166800	278.916
6170400	279.265
6174000	278.975
6177600	279.136
6181200	278.925
6184800	279.309
6188400	279.249
6192000	279.447
6195600	279.466
6199200	279.314
6202800	279.226
6206400	279.147
6210000	279.211
6213600	279.121
6217200	278.949
6220800	278.728
6224400	278.541
6228000	278.653
6231600	278.467
6235200	279.043
6238800	278.742
6242400	278.443
6246000	278.537
6249600	278.708
6253200	278.57
6256800	278.952
6260400	279.092
6264000	279.344
6267600	279.466
6271200	279.302
6274800	279.628
6278400	280.775
