#1
# Source: DWD Weather data, ieet, TUHH (DWD COSMO-D2)
# Location: latitude 52.1, longitude 9.35
# Year: 2019
# Data type: Wind
float	default(8760, 2)
0	13.987024680209869
3600	17.732965279952474
7200	13.6420555659402
10800	15.37476416469534
14400	16.205331789877057
18000	15.743873904474718
21600	15.627908392360123
25200	18.32212665003711
28800	19.312500407766986
32400	19.178432962054018
36000	18.749643409942493
39600	17.437677488128973
43200	16.873830540810822
46800	19.257063236121958
50400	20.679620658513056
54000	20.412192873868303
57600	22.40184993477101
61200	19.426768863606732
64800	20.164705500453014
68400	20.206707643255495
72000	20.146603566854637
75600	23.26975279799938
79200	21.280378579809145
82800	20.146179302785924
86400	19.907884317526058
90000	18.45294140455662
93600	17.20871631238077
97200	15.521842375182143
100800	14.11506757614713
104400	14.11215429620864
108000	13.151578018237963
111600	13.835618976222207
115200	13.711606588937709
118800	13.418397691050895
122400	13.737755397705987
126000	12.786993761858179
129600	12.468230024899283
133200	10.893559791739337
136800	12.23491307137897
140400	11.158512702649936
144000	10.703616768177007
147600	9.783133444699606
151200	9.58831138434709
154800	10.429683601145339
158400	10.231128016988157
162000	10.425865224526932
165600	10.732961699596249
169200	10.218923353944875
172800	10.285815655445125
176400	10.163415471621732
180000	8.189710739702594
183600	7.422980714726397
187200	4.700520612208822
190800	4.4111442330760395
194400	3.6355046626568917
198000	6.054318971197338
201600	6.477098115668776
205200	6.787305860575313
208800	8.390118943626485
212400	7.529230579667487
216000	8.787512954653325
219600	7.415442956438947
223200	7.998254507628523
226800	7.446329380641176
230400	7.233971072115232
234000	7.22975671569936
237600	7.884254752365629
241200	6.674281912670456
244800	7.904859843969404
248400	9.193095262206304
252000	10.459028532564579
255600	9.973345168838788
259200	7.08105215961583
262800	4.442030657278268
266400	7.518044150389116
270000	5.855678534226414
273600	7.252737686087922
277200	5.5326155880379035
280800	4.207723754264293
284400	4.153601801232275
288000	4.941177334117851
291600	7.950949063967143
295200	9.613965218368538
298800	9.919053510179284
302400	12.56828563443718
306000	12.849516143450694
309600	16.32978258336589
313200	15.080042058296787
316800	14.815301279420545
320400	14.15585349528597
324000	13.840328307384908
327600	12.980274329427711
331200	14.662566214684249
334800	16.639636774881836
338400	15.567521473246792
342000	17.07153759683058
345600	17.271224551837662
349200	19.823880031921096
352800	18.75501742147951
356400	18.698166036272113
360000	20.579918602365755
363600	17.16289579295988
367200	20.236264706709093
370800	17.378987625290492
374400	16.549551370958667
378000	16.213958492607535
381600	15.542914157261503
385200	16.379987164830137
388800	14.063279075493027
392400	14.575592080598303
396000	14.883890637195638
399600	16.56157218623884
403200	16.010028896913337
406800	15.973542187004108
410400	14.20733086895635
414000	12.741413658742893
417600	11.200528987588042
421200	13.703545571632183
424800	11.214261001278684
428400	9.729251907973193
432000	11.736770486168671
435600	14.303355969841485
439200	12.32891584686991
442800	12.306938968110632
446400	13.42174937719372
450000	11.601133263401467
453600	7.987195357570767
457200	11.49952201894496
460800	9.772512700846185
464400	14.42384696535567
468000	13.642267697974555
471600	11.958830299732496
475200	12.478200230514014
478800	9.848668101179976
482400	13.375433883026
486000	11.24574139517711
489600	13.563849555940967
493200	13.381331153581097
496800	9.46888104900468
500400	11.203824105188371
504000	10.235087814962801
507600	9.670095354659125
511200	10.460555883211944
514800	11.289200177948835
518400	10.772899090597665
522000	10.0216829884007
525600	10.857129650372608
529200	9.866685181964609
532800	10.167064142612654
536400	12.398283022104309
540000	9.373746902663843
543600	10.055553403219538
547200	8.197418203617527
550800	9.106771666359052
554400	10.581937833270427
558000	9.193788226851867
561600	12.527202730450242
565200	11.441553405023289
568800	9.229624398522402
572400	12.026443850149553
576000	15.15301547811524
579600	12.160836564981867
583200	14.261919512463951
586800	16.605978492097357
590400	24.353323229489646
594000	21.937139358175212
597600	22.457994213197225
601200	22.019305166149092
604800	21.930068290363348
608400	18.555047623759958
612000	22.663620865166273
615600	19.053699325852712
619200	21.726845801450335
622800	20.947331285870284
626400	22.814376030915245
630000	23.42786187427269
633600	23.805881159495023
637200	24.820720811853953
640800	26.997761169771096
644400	24.423468222183352
648000	26.433631379740472
651600	24.65327792606898
655200	24.386415826849177
658800	26.211317007735417
662400	26.402660102724496
666000	25.229994216804727
669600	21.582313175375802
673200	20.52377432393954
676800	22.41556780632603
680400	21.679328225754595
684000	23.32518996964441
687600	21.452912634418663
691200	15.930550094707966
694800	17.922894161379183
698400	17.75431990474431
702000	17.597907884745847
705600	17.764077978324682
709200	19.40004022727788
712800	18.260184096005165
716400	16.700023693995167
720000	16.252283680147848
723600	14.872152664627942
727200	15.281143226866241
730800	15.532448976899941
734400	14.30774003188484
738000	13.443400986833652
741600	14.963086596688532
745200	13.206817199984258
748800	13.09034257098721
752400	14.002892156379698
756000	12.097140386132583
759600	11.848507499731769
763200	10.992498172562959
766800	10.766591698109481
770400	9.639378636084382
774000	9.62792350622916
777600	9.392683222264019
781200	14.146236843061834
784800	10.08767019322103
788400	7.778231161594518
792000	7.827459935700725
795600	7.067701983587028
799200	4.4856025771349834
802800	5.992432985707891
806400	5.526591038262195
810000	5.399764365988576
813600	4.016168527240858
817200	3.8126490534797455
820800	3.308382923544371
824400	3.7179815976144908
828000	5.718174549556878
831600	2.553687855983969
835200	5.076093307968245
838800	5.233580130274112
842400	4.0419354983472955
846000	5.127782813672981
849600	5.895304798244108
853200	4.553696960163247
856800	4.268506653175089
860400	7.695711800230049
864000	6.596457740333064
867600	5.8084155169719045
871200	7.0404076618332265
874800	8.80482292865677
878400	10.133038164301958
882000	8.841804613312828
885600	9.030743545245873
889200	8.930942494149203
892800	8.063039630920835
896400	8.775265865203174
900000	8.480232631820899
903600	7.61327729167932
907200	4.834291073073693
